Crop,Latitude,Longitude,Season,Year
Rice,11.580107493987779,78.19397458304152,Whole Year,2005
Maize,8.08761090394907,78.5491479445859,Kharif,2018
Maize,11.61696195368918,77.07051532079393,Whole Year,2009
Groundnut,13.371359048945116,79.9844851840436,Rabi,2021
Rice,13.480149235823776,79.1197365941042,Whole Year,2006
Rice,10.02084962176746,80.60610174700157,Kharif,2007
Groundnut,13.011874683566521,81.28182641595458,Whole Year,2018
Maize,9.264424604535346,77.04276163546064,Kharif,2021
Groundnut,12.59992022982442,79.57540142550336,Kharif,2000
Maize,8.238426489308669,78.98080301565298,Whole Year,2006
Cotton,10.028400563015706,81.43957701863457,Kharif,2024
Maize,12.6478316681537,78.97481916523225,Rabi,2021
Groundnut,8.536085204499296,77.76578499749921,Rabi,2005
Cotton,8.62084132629414,80.72682931499605,Rabi,2007
Groundnut,12.740617654069377,77.7686943030676,Whole Year,2004
Maize,8.95626215029802,80.10782138056861,Whole Year,2004
Maize,10.659068239979636,77.33299048491585,Whole Year,2022
Cotton,8.614208671774039,80.70246153407395,Kharif,2010
Rice,13.324807865861482,80.125839098786,Kharif,2006
Rice,10.734325844483893,79.85984918145374,Rabi,2015
Cotton,10.44024683749648,80.86586506118711,Kharif,2010
Maize,11.627248358983007,80.4741605341246,Whole Year,2019
Groundnut,8.581301879688976,80.7177685970385,Rabi,2014
Groundnut,12.546404492823875,80.5463456098841,Rabi,2014
Cotton,9.65012430481581,80.60635179139558,Rabi,2008
Groundnut,10.16335296050103,80.29404131467268,Rabi,2013
Cotton,8.892101029145671,79.43915116717626,Whole Year,2011
Maize,12.974830556245248,79.53494347411907,Rabi,2015
Rice,10.967577394557582,80.37161345920988,Kharif,2013
Groundnut,12.458032172362005,80.33306630123778,Whole Year,2013
Cotton,9.356371451034299,77.05074923482054,Whole Year,2021
Cotton,11.472632181061883,80.65295918897189,Whole Year,2018
Rice,9.142082489435753,77.16385740421515,Kharif,2019
Groundnut,10.362806161285793,78.8248302863023,Rabi,2021
Maize,8.026021692348252,80.95738022194,Kharif,2012
Groundnut,11.745622483671784,78.6304275280831,Kharif,2009
Rice,8.791413454060528,80.19519716134177,Kharif,2000
Rice,8.303490843289222,78.93577719994722,Whole Year,2007
Groundnut,10.021959832652994,77.26376177082435,Whole Year,2017
Maize,11.276095710776666,77.43232956734234,Whole Year,2022
Maize,12.823208352692472,78.88231035556808,Whole Year,2006
Maize,9.183545174992123,79.15382216726344,Rabi,2009
Cotton,11.84475928295277,79.238817654662,Whole Year,2002
Maize,9.358358337932073,77.7363985201837,Whole Year,2003
Groundnut,8.878820407159356,80.62327096825167,Rabi,2003
Maize,9.348022166821222,77.05736118742601,Kharif,2020
Rice,12.61151343144544,78.14585751561114,Whole Year,2016
Maize,8.454026118571864,80.16067137282384,Kharif,2004
Cotton,12.910476624910139,78.92594911114314,Rabi,2001
Groundnut,13.353564899300329,77.30633653716636,Whole Year,2018
Cotton,8.27785201306397,80.4463621501846,Whole Year,2010
Groundnut,13.396112133625675,78.95853316260178,Whole Year,2012
Rice,10.921227454517574,79.68112546723987,Kharif,2024
Groundnut,8.262605615025773,78.30309213526648,Whole Year,2006
Groundnut,13.327387009395313,80.95064157256186,Whole Year,2012
Groundnut,10.811955230814801,80.71220082888158,Kharif,2016
Cotton,11.237743667211282,78.64455423159534,Kharif,2019
Maize,9.748072071163671,77.40575253959717,Rabi,2010
Groundnut,13.257027959224231,80.0654308486471,Kharif,2010
Maize,12.108505416742968,79.94001817165855,Rabi,2000
Maize,12.800461437849869,80.64344297926476,Whole Year,2012
Maize,11.80007933118167,78.31866073895574,Kharif,2013
Maize,9.254484527471392,81.27970200761436,Whole Year,2018
Cotton,11.538216009467881,77.7004518929798,Rabi,2008
Rice,10.129717237889306,79.48219978614638,Whole Year,2018
Cotton,13.15305184774114,79.11786586706309,Kharif,2022
Rice,10.912956327664238,77.94699485846367,Whole Year,2003
Cotton,9.58529942156792,79.02658956137142,Whole Year,2023
Groundnut,9.363851091546906,80.25381850995129,Whole Year,2005
Maize,9.532692499290508,78.57110338056297,Kharif,2004
Rice,9.585065698874615,77.6637830864031,Whole Year,2013
Rice,12.502399683253177,78.48821389178084,Kharif,2020
Cotton,12.452291832906429,81.27761110988727,Rabi,2004
Cotton,12.434831662770083,80.99181562160753,Kharif,2013
Rice,9.401746775874152,77.06576154312155,Kharif,2021
Groundnut,8.902929403035873,78.00841455513043,Kharif,2009
Rice,8.535492257502485,79.5236446829574,Kharif,2010
Groundnut,9.571132567185119,79.9515234450375,Rabi,2010
Maize,10.214306939462588,77.34024083914058,Whole Year,2012
Cotton,8.564364697238997,79.61446363347547,Kharif,2006
Maize,8.299427523980874,78.98975643572044,Kharif,2008
Groundnut,12.898395747479663,80.54690550704025,Whole Year,2010
Groundnut,12.929831499966472,78.12593816951619,Kharif,2003
Groundnut,8.519986115206063,78.17835967922474,Whole Year,2000
Cotton,8.86037714412212,80.82107977176008,Rabi,2022
Cotton,11.859581725467672,80.34614013465838,Kharif,2017
Rice,12.652213074495215,78.96259582826568,Whole Year,2019
Maize,9.958999288803124,77.21409192270544,Whole Year,2010
Cotton,12.468857187378962,80.15771209067927,Whole Year,2000
Cotton,9.99645745126151,79.02631739548889,Kharif,2014
Rice,13.091116687499532,80.73103502513042,Kharif,2022
Groundnut,9.899156381537393,77.04248355838848,Rabi,2004
Cotton,12.563852539457233,77.95611145861163,Whole Year,2003
Maize,12.336889902273,81.20649112456881,Whole Year,2017
Maize,13.127244599110682,79.98875319747977,Whole Year,2011
Cotton,10.729422315985458,78.40886566627044,Whole Year,2003
Cotton,8.442983961704451,78.46826506878593,Kharif,2017
Cotton,8.195370736663541,80.38253168451436,Kharif,2002
Cotton,12.66531657076454,77.56181965396273,Rabi,2008
Maize,8.501064347841519,81.35042959579484,Whole Year,2014
Rice,11.092217582277602,78.8044247937925,Rabi,2003
Cotton,12.987746878374534,78.48442607555074,Rabi,2002
Groundnut,8.087347661899393,79.84009953162237,Kharif,2021
Rice,10.071402166289928,77.46018175376295,Whole Year,2011
Cotton,9.984734697219732,81.02940956859868,Rabi,2016
Cotton,13.255213301651292,77.65366558381679,Rabi,2001
Cotton,13.049511798967037,78.36667809907743,Rabi,2020
Groundnut,8.067483630376715,78.75265168229274,Whole Year,2008
Maize,8.044600110027485,78.3755192574456,Rabi,2011
Rice,10.170658408756676,77.40004087446975,Whole Year,2013
Maize,8.988538545189876,79.44151682100164,Kharif,2023
Groundnut,11.806153010118544,77.66290915042131,Rabi,2024
Maize,9.860441267875316,78.17297599773579,Kharif,2006
Groundnut,12.936598626087385,80.16131430182683,Rabi,2012
Groundnut,10.551314840695674,78.69973745489732,Whole Year,2022
Rice,10.58497961648784,78.3108083029173,Rabi,2015
Rice,13.001425579467,80.92026799090257,Rabi,2002
Groundnut,10.468611496014873,81.22375012362583,Rabi,2010
Cotton,8.408671292444978,79.71787682271882,Kharif,2015
Groundnut,9.234371078658286,80.65855936275877,Whole Year,2024
Groundnut,13.15447377379539,78.88837646834061,Whole Year,2024
Maize,11.057968770873096,79.42439048718344,Kharif,2003
Maize,12.746164969529138,77.41081789091639,Rabi,2010
Maize,13.049566993381385,78.45978498463491,Rabi,2003
Groundnut,9.273757499589482,80.1213487037135,Kharif,2019
Maize,10.215597498302227,77.14481739255801,Kharif,2024
Cotton,11.601212397835518,80.29224765222821,Rabi,2007
Rice,9.673708435849012,77.9301288090559,Whole Year,2004
Cotton,8.320615577160812,79.56854385303696,Whole Year,2023
Cotton,12.810828298961919,79.08107676978504,Whole Year,2006
Groundnut,8.864016269550138,77.34750958105599,Kharif,2016
Maize,13.185882754915761,80.76010478871673,Kharif,2023
Cotton,10.63244269900131,79.85894633960055,Rabi,2010
Rice,12.674418413866054,77.8495484733515,Kharif,2013
Maize,9.723147811779494,79.29599335719912,Rabi,2012
Cotton,12.390498785442077,79.30751317438565,Rabi,2024
Rice,13.081746319913542,80.92183661665274,Kharif,2022
Rice,10.986480778852092,79.80448432186745,Whole Year,2024
Rice,9.434805808930296,80.7732786347727,Kharif,2005
Cotton,13.396129426200202,80.04989803261299,Whole Year,2001
Maize,9.758387095616067,80.96298764616787,Whole Year,2002
Maize,8.854240546333472,77.61080807369612,Kharif,2024
Groundnut,10.384662606604085,78.19030831073158,Kharif,2016
Groundnut,12.563203668819877,78.22436488482747,Whole Year,2007
Groundnut,10.080056565157266,78.42070931348384,Rabi,2018
Groundnut,11.584189292593225,78.22191022798982,Whole Year,2001
Rice,9.36657586154979,77.5197990345274,Kharif,2014
Maize,9.296058111388923,78.6919410496758,Whole Year,2024
Groundnut,9.007212153495296,80.85991107269197,Rabi,2009
Groundnut,9.89120730525379,78.90775357535584,Kharif,2014
Rice,11.66843417986951,77.10464543999704,Kharif,2003
Maize,9.28621687600253,79.55042560816119,Kharif,2021
Groundnut,11.788263674881513,78.90738674669839,Kharif,2004
Cotton,8.867283618389559,80.74394135911153,Kharif,2020
Cotton,13.213346961546232,79.72333970382304,Whole Year,2018
Maize,12.431140945679726,77.64577933497935,Rabi,2002
Groundnut,11.517063016723291,77.88548830966208,Rabi,2024
Maize,12.024482895252554,77.10754064432321,Kharif,2013
Groundnut,10.748928411168873,79.46709367634332,Rabi,2016
Maize,11.367468090703497,78.6916879751685,Whole Year,2024
Groundnut,12.454835256312121,81.33359341937826,Whole Year,2016
Maize,11.993946957298695,78.80699797705441,Rabi,2018
Groundnut,10.89731256820955,77.6293080732672,Whole Year,2020
Groundnut,12.5289296270382,78.2993643163896,Whole Year,2023
Groundnut,12.870885977709264,80.59218321472336,Whole Year,2010
Cotton,10.608911559504737,77.01175775483192,Whole Year,2022
Maize,8.61481101182425,78.39914947569382,Kharif,2017
Maize,12.273336876397366,80.27025568809113,Kharif,2003
Cotton,10.56359958306983,80.05574627884593,Whole Year,2022
Cotton,10.851352683813364,81.40631298792987,Rabi,2008
Cotton,12.406157763853471,77.83075746672618,Rabi,2009
Maize,9.999173538483923,78.15431256065047,Whole Year,2020
Rice,12.42102605674783,77.64170711204297,Rabi,2003
Maize,12.82106852519199,77.07891023267346,Rabi,2016
Groundnut,8.236025265120386,79.82966839070227,Rabi,2013
Rice,8.19465962129298,81.14267648214984,Whole Year,2000
Maize,9.844511177933784,78.09303019269025,Rabi,2004
Groundnut,9.53417510124858,79.56181885000846,Rabi,2010
Maize,10.309792018534033,80.55031322315834,Kharif,2003
Maize,8.300068285861846,81.41334860982083,Whole Year,2008
Cotton,12.846723790992037,78.60478695442231,Rabi,2003
Cotton,9.72168325572604,80.39712431911184,Kharif,2009
Cotton,11.044890428778821,81.37374219961117,Whole Year,2024
Rice,12.764433821265609,78.04862124301557,Kharif,2002
Rice,10.041779965096291,78.71610719001661,Rabi,2020
Cotton,13.062618885173249,78.31226938123112,Rabi,2013
Cotton,8.580469245507835,77.09381507740247,Rabi,2022
Maize,9.716800937998403,81.04865677427108,Whole Year,2013
Maize,10.63913389705968,80.48392258206164,Whole Year,2007
Cotton,11.986419881576296,79.86550137770234,Kharif,2019
Cotton,9.864857108013707,78.72741159949322,Whole Year,2022
Rice,12.005883170594393,80.90927217022198,Rabi,2020
Groundnut,12.790344546316563,77.06498041983474,Whole Year,2014
Groundnut,10.101284100453018,77.57427012636494,Rabi,2024
Groundnut,9.613683556623062,78.99861794261518,Kharif,2011
Groundnut,10.409450125035095,79.69279560924576,Rabi,2018
Groundnut,10.09713640059961,81.3944621229501,Rabi,2008
Maize,9.514054613216311,81.47835823296825,Kharif,2000
Cotton,9.283580853452518,81.0562475798718,Rabi,2024
Groundnut,9.721675467650917,80.19088101142034,Kharif,2007
Rice,10.067041982618296,78.30623406171378,Kharif,2009
Rice,11.792300776436356,78.69502948757733,Kharif,2001
Cotton,11.198396502081263,79.21821239819023,Whole Year,2002
Rice,9.73101225844877,80.94004454952709,Kharif,2012
Rice,10.680342394922064,80.7050815651579,Whole Year,2006
Rice,11.994663925194624,81.18399002284053,Kharif,2009
Cotton,10.141318893261223,78.03087433004866,Rabi,2015
Maize,11.600184461819564,77.04604612171333,Rabi,2022
Groundnut,8.12860460761493,78.53132441624152,Rabi,2021
Cotton,13.43355591856956,81.0395487044854,Kharif,2002
Rice,9.407388080794066,80.31462239442382,Rabi,2006
Groundnut,12.456218829864504,79.63767809544882,Kharif,2009
Groundnut,9.146046250395155,77.59131075971295,Rabi,2005
Cotton,10.378061380595435,79.68200950019244,Kharif,2019
Cotton,8.101754517683164,78.26629680672019,Kharif,2014
Rice,13.475079222794692,77.87818624771239,Whole Year,2010
Maize,10.928324028674368,80.66524280937296,Kharif,2010
Rice,11.861211236819944,80.15016564087159,Whole Year,2006
Maize,9.710279569084566,78.84886974633278,Rabi,2023
Rice,13.098899045584654,79.70859379931434,Whole Year,2000
Rice,11.85647194451768,77.96853177197507,Kharif,2000
Rice,10.699209194548342,77.7711696757943,Whole Year,2011
Cotton,12.6998933185807,77.00776893545677,Whole Year,2011
Rice,11.074295023315194,80.26114325803937,Rabi,2000
Rice,8.370640544045749,77.8308756607781,Kharif,2017
Cotton,11.03693798374175,77.69253688855525,Kharif,2000
Cotton,8.91442874039813,80.74437492205855,Rabi,2016
Groundnut,8.527290663662862,78.09627035001519,Whole Year,2006
Groundnut,11.874900934259442,78.98152968920571,Kharif,2014
Rice,8.649070219184692,77.46197760229204,Rabi,2019
Maize,8.881622444009233,80.79195494517921,Whole Year,2002
Groundnut,8.45552642353117,78.57721679711061,Rabi,2023
Maize,9.427246790945437,81.10956195266732,Whole Year,2008
Cotton,8.507112061569094,78.33920492424838,Rabi,2012
Maize,10.939665977752485,78.02184043764106,Rabi,2021
Cotton,8.132417091030232,79.66742006521675,Rabi,2012
Rice,12.057537297669356,79.13994963351863,Whole Year,2001
Maize,13.400019801287991,79.08208920466157,Kharif,2023
Cotton,8.777970141449947,77.6814960009198,Kharif,2011
Groundnut,9.894400462342025,77.21054951981121,Rabi,2018
Rice,8.170472926559958,78.28883750498072,Kharif,2015
Rice,9.647067813484366,81.04262104489274,Whole Year,2009
Rice,11.580407397002153,79.51851028916073,Whole Year,2004
Groundnut,8.465048952449624,79.18451193184092,Kharif,2000
Maize,10.229268286460456,79.01135601578345,Rabi,2004
Cotton,8.56993393875963,80.73886135961969,Whole Year,2011
Rice,11.65624370954588,81.44019731797528,Rabi,2020
Groundnut,8.57520831898188,79.08700413490413,Rabi,2015
Maize,12.87014916930051,77.88756257781854,Whole Year,2012
Cotton,11.205207632465116,77.31115911463213,Kharif,2019
Maize,11.966641576746882,79.21098913527912,Kharif,2016
Maize,12.581439701311787,78.60670314091155,Rabi,2013
Groundnut,8.096976348354772,77.69515428833974,Rabi,2012
Cotton,12.421352368915251,78.2817138099452,Whole Year,2006
Cotton,8.259780879790233,77.90790383584743,Rabi,2008
Cotton,12.003197699765504,81.20721376639209,Whole Year,2009
Rice,10.282639507455688,81.47655498194669,Kharif,2002
Maize,9.748597602880277,80.63730232284932,Whole Year,2004
Cotton,12.67965987325687,81.37016728576484,Whole Year,2003
Maize,8.558897812262114,79.17440285404486,Rabi,2012
Groundnut,9.864564144503191,78.49499453098119,Whole Year,2021
Cotton,9.044066402926507,77.30366767256938,Rabi,2013
Groundnut,12.115583074645361,80.13283858766478,Rabi,2020
Groundnut,13.472228051808607,78.08579243692124,Kharif,2015
Cotton,9.982985191764431,77.60637660437388,Kharif,2021
Groundnut,13.255110342836605,79.58411829406585,Whole Year,2013
Groundnut,10.608273350951242,80.76162977591935,Whole Year,2019
Cotton,12.261394232720143,78.63225058060281,Whole Year,2023
Groundnut,10.25223685138676,81.06851586331916,Rabi,2012
Groundnut,10.053490893773503,78.15483154390071,Whole Year,2015
Rice,11.406470264210999,80.24055135216608,Kharif,2006
Groundnut,11.180606958122006,79.1698853301109,Whole Year,2001
Cotton,8.805706858814393,80.94979451352886,Rabi,2023
Rice,10.76736519043408,78.14284435131061,Kharif,2002
Groundnut,9.97604657349451,79.14168128852222,Rabi,2007
Rice,11.969979100601016,79.08160538756647,Whole Year,2016
Cotton,9.82856532032385,77.14922813579443,Whole Year,2014
Maize,11.457955332027659,80.90869833787076,Whole Year,2010
Maize,11.585247977444999,79.66353442962065,Rabi,2012
Cotton,9.482558818320387,79.36708446986204,Kharif,2000
Rice,8.455353877431671,79.50361156167274,Rabi,2005
Cotton,12.049182061434438,79.06514435362105,Rabi,2014
Groundnut,11.96933072158407,77.78336223096917,Rabi,2007
Maize,11.637934195041721,78.55406236932404,Whole Year,2013
Maize,10.253642585044496,78.76640647507595,Whole Year,2023
Maize,12.815560144190734,77.05656616029505,Whole Year,2001
Maize,9.024880184789598,79.67920935204044,Rabi,2021
Rice,13.235928733517582,79.20925868672725,Rabi,2000
Cotton,12.1011146720836,78.29514678808904,Kharif,2017
Cotton,11.067615845229053,79.44336732188715,Kharif,2002
Maize,8.035349318139229,78.82753370358023,Rabi,2013
Maize,12.977937576404702,79.04599313611355,Rabi,2023
Cotton,11.19541249795665,78.32421777262273,Whole Year,2012
Cotton,11.215743370771863,77.89258200616091,Whole Year,2005
Maize,9.341983956691031,77.63761754757704,Rabi,2007
Maize,9.424573515069833,79.43304536358738,Kharif,2024
Rice,11.728698600716388,80.26023548782389,Whole Year,2014
Cotton,12.525800268668213,77.75664228562098,Rabi,2019
Cotton,9.195803208124051,79.06711100020559,Rabi,2018
Maize,10.272917301053642,77.14466092498989,Kharif,2016
Cotton,9.657387917690693,78.78642824368966,Whole Year,2013
Cotton,9.224339548211661,77.59701007360911,Rabi,2010
Cotton,13.415914228021112,79.27830441455731,Rabi,2017
Maize,11.39896276800942,79.74368668152485,Rabi,2019
Cotton,9.004472476142391,80.06388608483137,Whole Year,2020
Cotton,10.874175694712143,78.09857097823102,Whole Year,2002
Rice,9.3715121517057,79.36426127331674,Kharif,2010
Groundnut,11.74014230342959,77.79676267384696,Rabi,2013
Maize,12.702500009200612,80.00171628127902,Rabi,2013
Groundnut,11.722159277041168,79.26578476275832,Whole Year,2002
Cotton,9.197435157729238,80.19825367197498,Kharif,2004
Maize,12.868110971507264,79.98187508793357,Rabi,2000
Groundnut,9.557082001097307,80.50854646318346,Kharif,2018
Rice,8.521933935951886,78.67135685878685,Kharif,2022
Rice,13.418153366675018,77.34777353451247,Whole Year,2002
Rice,11.737221813697824,79.92598281701184,Kharif,2021
Cotton,9.757201369391542,78.46697473268648,Rabi,2008
Groundnut,11.282068680300396,81.44953386973373,Rabi,2014
Rice,12.775799464206852,77.89717862067407,Rabi,2014
Rice,13.405973632996178,79.13072972166161,Kharif,2019
Rice,12.001186981824787,78.63713858300713,Kharif,2021
Rice,9.893952096726967,81.1729789180699,Kharif,2009
Maize,12.212707208511937,77.39105422776596,Whole Year,2003
Maize,10.572436364282016,79.06713403708059,Kharif,2024
Groundnut,13.212694232535,78.91291013818636,Kharif,2013
Cotton,9.572978830895446,81.24880325768638,Whole Year,2013
Rice,8.916542094500825,79.92789817553987,Whole Year,2021
Maize,8.850106525535125,77.50384251358653,Whole Year,2021
Cotton,12.505866054455945,80.17246702872399,Whole Year,2018
Groundnut,12.778381069310008,79.8623739562693,Whole Year,2013
Cotton,8.933110849672152,77.97816581422829,Whole Year,2012
Rice,8.304826153939294,77.21525753242862,Rabi,2018
Maize,9.89100785940802,79.16711616631227,Rabi,2018
Rice,8.044104219830782,77.40374005121453,Rabi,2024
Groundnut,10.779215766880908,80.94022102182475,Whole Year,2022
Rice,8.265701369302235,77.74775370304778,Whole Year,2002
Cotton,9.931132191701941,81.43484441424945,Rabi,2013
Maize,8.4852434890858,79.3303189939691,Whole Year,2006
Groundnut,10.180453703244737,78.57353805346196,Kharif,2018
Rice,12.84815747213348,79.47338047528878,Rabi,2009
Rice,12.96461511149467,78.79387742437233,Rabi,2021
Rice,12.886537361860729,80.3144291361713,Kharif,2019
Cotton,11.110732570058065,79.85301074720154,Whole Year,2007
Maize,9.888995067406936,79.65999109496411,Whole Year,2004
Cotton,11.762976434771101,81.06992866307019,Whole Year,2021
Maize,9.29021282987852,77.5327969486685,Whole Year,2011
Groundnut,12.962502633087432,77.4821887800076,Kharif,2003
Maize,11.4447026849575,79.91320374510089,Whole Year,2014
Rice,9.761369031153576,78.21027828744691,Whole Year,2021
Groundnut,11.784150145010148,78.17090658224326,Kharif,2022
Groundnut,10.484925545473853,77.99020029700931,Rabi,2011
Cotton,9.105701733177032,81.04689344192222,Whole Year,2013
Rice,12.101419175734964,78.32197526537992,Rabi,2016
Rice,11.379120105731797,81.36231092825939,Whole Year,2014
Maize,12.373055185871129,78.24458795476431,Whole Year,2020
Groundnut,11.95056107219069,77.76150996972255,Rabi,2017
Rice,10.859551474074225,78.78908291750447,Whole Year,2012
Cotton,11.249323503699896,79.64116778193392,Rabi,2014
Maize,8.491193471309403,77.64369799814058,Whole Year,2017
Maize,12.127430255362402,81.49363011694237,Kharif,2009
Groundnut,11.014462968064878,78.45985169255765,Whole Year,2003
Maize,11.697088494640527,80.15035427908614,Rabi,2016
Maize,8.372307809787232,77.84020161656252,Rabi,2000
Groundnut,12.489942967686526,81.15337109210506,Rabi,2019
Maize,11.148266917835668,79.63325818385195,Whole Year,2016
Groundnut,9.220301409204652,78.55964863427349,Kharif,2004
Rice,10.742766136452774,80.84307253555366,Whole Year,2001
Maize,12.89082562315518,80.58114406530774,Whole Year,2004
Maize,11.12506357311131,79.18298168503293,Rabi,2014
Maize,12.359880842017875,79.55173254858967,Whole Year,2008
Maize,10.427017812588916,77.06917259453999,Whole Year,2012
Maize,9.999006930116389,77.67417503144668,Whole Year,2003
Cotton,12.251875485819674,78.23431846141631,Whole Year,2009
Groundnut,11.166120592171396,80.08760482509155,Whole Year,2019
Groundnut,8.558925059303288,78.09515870306696,Rabi,2003
Groundnut,12.9014109772503,78.92605752401658,Kharif,2005
Cotton,12.9422424133405,80.88718910795555,Rabi,2020
Maize,8.336622386342045,81.10756779970144,Rabi,2018
Rice,8.760369248418288,80.4007281446674,Whole Year,2005
Maize,12.319017094229983,80.94690823344287,Whole Year,2009
Rice,10.989982323820135,80.55219731557655,Kharif,2018
Cotton,9.96428332804026,77.90541643532177,Rabi,2004
Groundnut,8.239671438134234,80.78422498583177,Whole Year,2024
Maize,9.603965425127905,78.88844661610355,Whole Year,2004
Groundnut,11.169484165156454,79.72352584174504,Kharif,2018
Groundnut,11.373602644537769,77.9668868066317,Rabi,2008
Maize,11.621564973181409,77.88035727268954,Kharif,2002
Maize,9.512746049305672,78.7424491128213,Whole Year,2003
Groundnut,10.896673499335652,80.90288682626377,Kharif,2006
Groundnut,9.500676137320339,79.34647156516327,Rabi,2003
Maize,10.97382511916355,79.63722294564556,Rabi,2006
Groundnut,8.616496963975129,79.22274869005201,Rabi,2022
Rice,9.212587616402157,80.45042331552237,Whole Year,2010
Rice,9.438739879184052,77.53529685040056,Kharif,2019
Cotton,10.625148558131173,78.44629452096422,Kharif,2010
Maize,10.948378000730688,80.70611057327801,Kharif,2023
Groundnut,11.380962969818414,81.3264636805302,Rabi,2009
Groundnut,12.606149769298955,77.90076521010016,Rabi,2002
Groundnut,13.025295899864426,80.1495622565349,Rabi,2008
Rice,11.615554984343616,78.5130690617792,Whole Year,2004
Maize,12.603813125458162,80.01265390744425,Kharif,2021
Maize,11.521715887461612,79.98554721293291,Whole Year,2023
Rice,10.711089583901762,78.88077823478228,Rabi,2022
Cotton,13.424375703474421,78.67309007096134,Rabi,2009
Maize,11.334334784258777,78.48642200624032,Rabi,2011
Groundnut,9.964246677104587,78.33302190552075,Rabi,2007
Rice,9.340056800248755,80.24559259879352,Kharif,2014
Cotton,10.36875392763894,80.27861938699505,Rabi,2016
Maize,9.913542490265993,77.80794082650142,Kharif,2007
Cotton,9.34071374495423,77.93969051102988,Whole Year,2020
Rice,8.046273813488872,80.88018814093209,Kharif,2023
Groundnut,11.82735824377362,79.08175752298848,Whole Year,2011
Groundnut,11.59428852821565,79.29973897934984,Rabi,2008
Maize,10.258971851107068,79.87023204575503,Rabi,2013
Cotton,12.140586516988355,78.0962708914352,Rabi,2001
Rice,12.808170220525854,79.76670186463767,Rabi,2008
Rice,9.427034296845747,77.65671626121294,Rabi,2022
Rice,10.412210009901498,80.06397457499892,Whole Year,2000
Cotton,13.327090622490248,77.72765675736626,Kharif,2008
Rice,12.61368657646428,77.8066004193706,Whole Year,2010
Cotton,12.338015061121226,77.53510872684443,Rabi,2000
Groundnut,13.021735761438904,78.01600675735457,Kharif,2017
Maize,9.831193275684612,79.06417460359381,Rabi,2018
Maize,9.721158009949134,78.8501420565659,Kharif,2002
Rice,8.05886407545722,78.02324448470611,Whole Year,2004
Groundnut,13.469198129050227,80.27514409406591,Kharif,2008
Cotton,10.036784133306913,79.17530769717091,Whole Year,2019
Cotton,13.062464698193658,80.41748478861219,Rabi,2010
Rice,10.431940348263453,79.12715924828592,Whole Year,2022
Rice,13.1263922035514,81.11223662598282,Rabi,2012
Groundnut,8.690919532225498,80.94087356564846,Rabi,2003
Cotton,10.386528077220426,79.22328501703991,Whole Year,2012
Maize,8.940624454729967,77.84424667211853,Rabi,2003
Maize,8.821400256317935,77.43440140238127,Rabi,2016
Cotton,8.680669544069017,80.83810185845496,Kharif,2012
Cotton,9.977948354462375,79.94695059566382,Rabi,2008
Cotton,11.613761935701056,80.55966500367505,Rabi,2022
Groundnut,9.390555181477263,79.05680278116992,Kharif,2019
Cotton,13.226310387639392,77.87792658560141,Rabi,2005
Groundnut,11.95034707935589,77.1983406719097,Whole Year,2022
Rice,13.105601406746198,78.1322322981152,Rabi,2003
Rice,12.80276804511361,80.36430748708301,Rabi,2000
Maize,9.127291881743485,79.6730953190021,Kharif,2008
Maize,12.9973731440164,79.63534741264858,Rabi,2010
Groundnut,10.181726654614097,81.36752279525663,Kharif,2008
Rice,11.285213932327657,78.20241070476969,Whole Year,2018
Maize,12.809902463494554,77.69002738283011,Rabi,2010
Cotton,12.578813743960598,77.82013254325413,Whole Year,2010
Cotton,13.441234112751953,81.06507297846925,Rabi,2013
Groundnut,11.015447783347417,80.70287552699745,Whole Year,2009
Groundnut,12.598429476411301,78.05149273091483,Rabi,2015
Groundnut,9.552967382430511,79.9104582059106,Kharif,2023
Rice,9.97209381672979,80.3951973558982,Whole Year,2012
Cotton,8.700719889457286,77.12521033013128,Whole Year,2016
Rice,8.556634428847733,79.70753416899304,Rabi,2014
Groundnut,13.200410479020965,80.20253112153833,Rabi,2005
Rice,12.146420998471054,77.41152226801091,Whole Year,2008
Groundnut,9.686953841472622,79.96327899505273,Kharif,2023
Maize,11.979335955385544,80.63010190364149,Kharif,2000
Groundnut,11.26430105315244,79.46284793034786,Kharif,2004
Cotton,9.0501840438591,78.4130208951188,Whole Year,2019
Groundnut,11.658137675360942,80.47913394900377,Rabi,2023
Cotton,10.249757177585519,80.62645886016723,Kharif,2014
Cotton,12.718243152506968,80.37023479963437,Rabi,2007
Groundnut,10.448342483482863,80.31819758373221,Whole Year,2020
Maize,10.755284049975238,77.45729947645258,Kharif,2002
Rice,9.70124377776687,80.56417412879617,Kharif,2022
Maize,11.67345240597529,78.67283817930111,Kharif,2018
Rice,8.756220940527783,78.56926386073297,Whole Year,2018
Rice,10.885514414158125,77.2935281273708,Kharif,2005
Groundnut,12.69188033058865,77.91174322431426,Whole Year,2024
Groundnut,9.025873098187724,79.84908191872297,Kharif,2006
Groundnut,11.763091623489224,78.4944254292327,Kharif,2011
Cotton,12.612970261327952,79.54054995227563,Rabi,2016
Groundnut,10.351241943901062,79.99018502842658,Kharif,2008
Maize,9.570398446464004,80.67681647933773,Whole Year,2022
Cotton,8.134753356033608,78.10207537594981,Whole Year,2000
Rice,8.223461397222048,80.47519448145738,Rabi,2012
Maize,10.63673345308057,78.16660909940609,Rabi,2012
Maize,11.280542458942382,80.92458114599202,Rabi,2013
